Env	clone	rep	grad	dap	pil
E1	C169	25	14.09	14	17
E1	C169	26	14.09	14.9	23
E1	C169	27	14.09	15.9	12
E1	C169	28	14.09	10.8	22
E1	C169	29	14.09	8	21
E1	C169	30	14.09	13.4	19
E1	C170	1	14.09	15.5	17
E1	C170	2	14.09	10.9	19
E1	C170	3	14.09	15.6	16
E1	C170	4	14.09	16.7	19
E1	C170	5	14.09	16.4	17
E1	C170	6	14.09	18.1	17
E1	C170	7	14.09	17	15
E1	C170	8	14.09	13.6	19
E1	C170	9	14.09	17.1	15
E1	C170	10	14.09	16.4	16
E1	C170	11	14.09	15	12
E1	C170	12	14.09	18.3	14
E1	C170	13	14.09	16.5	13
E1	C170	14	14.09	17.3	12
E1	C170	15	14.09	18.3	13
E1	C170	16	14.09	17.7	12
E1	C170	17	14.09	13.8	15
E1	C170	18	14.09	18.7	14
E1	C170	19	14.09	18.9	14
E1	C170	20	14.09	15.4	19
E1	C170	21	14.09	16.2	15
E1	C170	22	14.09	17.2	15
E1	C170	23	14.09	16.4	14
E1	C170	24	14.09	18.2	15
E1	C170	25	14.09	17.6	17
E1	C170	26	14.09	16.1	17
E1	C170	27	14.09	16.2	14
E1	C170	28	14.09	15.1	14
E1	C170	29	14.09	13.8	16
E1	C170	30	14.09	17.3	16
E1	C171	1	14.09	15.1	19
E1	C171	2	14.09	15.6	19
E1	C171	3	14.09	17.7	16
E1	C171	4	14.09	17.1	14
E1	C171	5	14.09	NA	NA
E1	C171	6	14.09	15.8	16
E1	C171	7	14.09	14.7	17
E1	C171	8	14.09	14.8	19
E1	C171	9	14.09	13.9	16
E1	C171	10	14.09	17.9	14
E1	C171	11	14.09	13.6	12
E1	C171	12	14.09	15	16
E1	C171	13	14.09	15.4	16
E1	C171	14	14.09	15.6	12
E1	C171	15	14.09	16.2	11
E1	C171	16	14.09	15.8	14
E1	C171	17	14.09	15.9	13
E1	C171	18	14.09	16.7	16
E1	C171	19	14.09	15.5	17
E1	C171	20	14.09	21.3	13
E1	C171	21	14.09	15	16
E1	C171	22	14.09	14.9	17
E1	C171	23	14.09	15.2	17
E1	C171	24	14.09	14.5	17
E1	C171	25	14.09	16.5	14
E1	C171	26	14.09	NA	NA
E1	C171	27	14.09	15.4	16
E1	C171	28	14.09	17.8	17
E1	C171	29	14.09	16.8	18
E1	C171	30	14.09	16.2	18
E1	C172	1	14.09	6.53	18
E1	C172	2	14.09	11.46	19
E1	C172	3	14.09	6.18	16.5
E1	C172	4	14.09	NA	NA
E1	C172	5	14.09	15.53	18.5
E1	C172	6	14.09	14.32	18
E1	C172	7	14.09	15.85	18.5
E1	C172	8	14.09	15.76	16.5
E1	C172	9	14.09	6.62	17
E1	C172	10	14.09	14.64	17
E1	C172	11	14.09	15.47	17
E1	C172	12	14.09	3.5	16
E1	C172	13	14.09	15.37	17.5
E1	C172	14	14.09	17.89	17.5
E1	C172	15	14.09	14.32	17.5
E1	C172	16	14.09	16.49	15.5
E1	C172	17	14.09	15.41	19
E1	C172	18	14.09	NA	NA
E1	C172	19	14.09	14.64	19.5
E1	C172	20	14.09	NA	NA
E1	C172	21	14.09	17.13	14.5
E1	C172	22	14.09	16.2	16.5
E1	C172	23	14.09	14.26	16
E1	C172	24	14.09	16.39	15.5
E1	C172	25	14.09	11.46	19.5
E1	C172	26	14.09	13.53	17
E1	C172	27	14.09	10.98	20
E1	C172	28	14.09	16.3	18.5
E1	C172	29	14.09	NA	NA
E1	C172	30	14.09	NA	NA
E1	C173	1	14.09	14.3	18
E1	C173	2	14.09	13	19
E1	C173	3	14.09	15.5	16
E1	C173	4	14.09	15.6	19
E1	C173	5	14.09	14.8	18
E1	C173	6	14.09	14.6	16
E1	C173	7	14.09	16.3	17
E1	C173	8	14.09	15	19
E1	C173	9	14.09	15	17
E1	C173	10	14.09	15.9	16
E1	C173	11	14.09	15.3	16
E1	C173	12	14.09	14.8	13
E1	C173	13	14.09	NA	NA
E1	C173	14	14.09	13.8	12
E1	C173	15	14.09	13.8	13
E1	C173	16	14.09	13	13
E1	C173	17	14.09	NA	NA
E1	C173	18	14.09	16.3	15
E1	C173	19	14.09	17.1	17
E1	C173	20	14.09	15.1	18
E1	C173	21	14.09	16.4	16
E1	C173	22	14.09	15.6	15
E1	C173	23	14.09	13	18
E1	C173	24	14.09	16.6	18
E1	C173	25	14.09	NA	NA
E1	C173	26	14.09	15.3	16
E1	C173	27	14.09	NA	NA
E1	C173	28	14.09	NA	NA
E1	C173	29	14.09	15.4	20
E1	C173	30	14.09	NA	NA
E1	C174	1	14.09	14.26	17.5
E1	C174	2	14.09	16.3	17
E1	C174	3	14.09	13.78	19.5
E1	C174	4	14.09	15.82	15
E1	C174	5	14.09	12.29	17
E1	C174	6	14.09	12.16	19.5
E1	C174	7	14.09	15.28	15
E1	C174	8	14.09	14.01	15.5
E1	C174	9	14.09	14.45	13.5
E1	C174	10	14.09	NA	NA
E1	C174	11	14.09	7.96	12
E1	C174	12	14.09	14.93	19
E1	C174	13	14.09	NA	NA
E1	C174	14	14.09	11.94	16.5
E1	C174	15	14.09	NA	NA
E1	C174	16	14.09	14.74	17
E1	C174	17	14.09	10.82	16.5
E1	C174	18	14.09	13.91	17
E1	C174	19	14.09	14.13	17.5
E1	C174	20	14.09	14.58	13.5
E1	C174	21	14.09	16.23	16
E1	C174	22	14.09	NA	NA
E1	C174	23	14.09	9.2	16
E1	C174	24	14.09	14.58	18.5
E1	C174	25	14.09	15.66	16
E1	C174	26	14.09	13.21	15.5
E1	C174	27	14.09	13.94	18
E1	C174	28	14.09	15.09	18.5
E1	C174	29	14.09	16.9	15
E1	C174	30	14.09	14.45	16.5
E1	C175	1	14.09	13.8	19
E1	C175	2	14.09	9.5	17
E1	C175	3	14.09	9.5	20
E1	C175	4	14.09	13.5	20
E1	C175	5	14.09	12.9	16
E1	C175	6	14.09	14.2	16
E1	C175	7	14.09	15	17
E1	C175	8	14.09	17.5	15
E1	C175	9	14.09	10.8	16
E1	C175	10	14.09	14.9	17
E1	C175	11	14.09	13.8	13
E1	C175	12	14.09	16.6	11
E1	C175	13	14.09	16.7	13
E1	C175	14	14.09	8.6	11
E1	C175	15	14.09	12.2	12
E1	C175	16	14.09	15.2	11
E1	C175	17	14.09	13.9	15
E1	C175	18	14.09	6.1	16
E1	C175	19	14.09	9.6	17
E1	C175	20	14.09	13.3	18
E1	C175	21	14.09	NA	NA
E1	C175	22	14.09	16.3	16
E1	C175	23	14.09	15	14
E1	C175	24	14.09	12.5	15
E1	C175	25	14.09	14.1	19
E1	C175	26	14.09	5.6	19
E1	C175	27	14.09	12.6	14
E1	C175	28	14.09	NA	NA
E1	C175	29	14.09	NA	NA
E1	C175	30	14.09	17.4	16
E1	C176	1	14.09	13.1	22
E1	C176	2	14.09	11.3	19
E1	C176	3	14.09	15.5	15
E1	C176	4	14.09	NA	NA
E1	C176	5	14.09	14.8	20
E1	C176	6	14.09	11.8	14
E1	C176	7	14.09	13.7	17
E1	C176	8	14.09	14.5	15
E1	C176	9	14.09	NA	NA
E1	C176	10	14.09	14.8	15
E1	C176	11	14.09	NA	NA
E1	C176	12	14.09	8.8	11
E1	C176	13	14.09	NA	NA
E1	C176	14	14.09	10.4	15
E1	C176	15	14.09	NA	NA
E1	C176	16	14.09	NA	NA
E1	C176	17	14.09	NA	NA
E1	C176	18	14.09	NA	NA
E1	C176	19	14.09	12.7	13
E1	C176	20	14.09	NA	NA
E1	C176	21	14.09	NA	NA
E1	C176	22	14.09	NA	NA
E1	C177	1	14.09	12.1	16
E1	C177	2	14.09	13.3	14
E1	C177	3	14.09	12.3	16
E1	C177	4	14.09	11.8	14
E1	C177	5	14.09	14.2	14
E1	C177	6	14.09	14.5	13
E1	C177	7	14.09	NA	NA
E1	C177	8	14.09	8.9	18
E1	C177	9	14.09	11.8	15
E1	C177	10	14.09	14.1	18
E1	C177	11	14.09	NA	NA
E1	C177	12	14.09	9.5	12
E1	C177	13	14.09	NA	NA
E1	C177	14	14.09	NA	NA
E1	C177	15	14.09	14.9	10
E1	C177	16	14.09	11.4	12
E1	C177	17	14.09	NA	NA
E1	C177	18	14.09	11.7	13
E1	C177	19	14.09	NA	NA
E1	C177	20	14.09	14.3	15
E1	C177	21	14.09	NA	NA
E1	C177	22	14.09	NA	NA
E1	C177	23	14.09	9.8	17
E1	C177	24	14.09	NA	NA
E1	C177	25	14.09	11.6	17
E1	C177	26	14.09	NA	NA
E1	C177	27	14.09	13.5	15
E1	C177	28	14.09	NA	NA
E1	C177	29	14.09	NA	NA
E1	C177	30	14.09	4.6	14
E1	C178	1	14.09	19.1	19
E1	C178	2	14.09	14.3	24
E1	C178	3	14.09	16.8	16
E1	C178	4	14.09	10.6	19
E1	C178	5	14.09	11.8	20
E1	C178	6	14.09	NA	NA
E1	C178	7	14.09	13.7	20
E1	C178	8	14.09	15.9	20
E1	C178	9	14.09	8.5	18
E1	C178	10	14.09	13.5	19
E1	C178	11	14.09	13.8	21
E1	C178	12	14.09	NA	NA
E1	C178	13	14.09	18.4	16
E1	C178	14	14.09	16.2	10
E1	C178	15	14.09	NA	NA
E1	C178	16	14.09	NA	NA
E1	C178	17	14.09	11.1	18
E1	C178	18	14.09	NA	NA
E1	C178	19	14.09	13.1	18
E1	C178	20	14.09	NA	NA
E1	C178	21	14.09	12.4	21
E1	C178	22	14.09	NA	NA
E1	C178	23	14.09	14.7	18
E1	C178	24	14.09	NA	NA
E1	C178	25	14.09	13.1	23
E1	C178	26	14.09	NA	NA
E1	C178	27	14.09	13.8	21
E1	C178	28	14.09	NA	NA
E1	C178	29	14.09	14.5	17
E1	C178	30	14.09	NA	NA
E1	C179	1	14.09	9.68	19
E1	C179	2	14.09	12.48	22
E1	C179	3	14.09	10.63	21.5
E1	C179	4	14.09	12.1	22
E1	C179	5	14.09	14.9	20.5
E1	C179	6	14.09	15.34	19
E1	C179	7	14.09	NA	NA
E1	C179	8	14.09	13.69	23
E1	C179	9	14.09	15.18	19.5
E1	C179	10	14.09	NA	NA
E1	C179	11	14.09	14.32	20
E1	C179	12	14.09	17.83	21
E1	C179	13	14.09	NA	NA
E1	C179	14	14.09	NA	NA
E1	C179	15	14.09	13.05	21.5
E1	C179	16	14.09	9.23	18.5
E1	C179	17	14.09	15.66	20.5
E1	C179	18	14.09	NA	NA
E1	C179	19	14.09	14.26	23
E1	C179	20	14.09	12.96	21.5
E1	C179	21	14.09	16.55	20.5
E1	C179	22	14.09	16.39	20.5
E1	C179	23	14.09	16.87	18
E1	C179	24	14.09	16.71	16.5
E1	C179	25	14.09	NA	NA
E1	C179	26	14.09	11.33	23
E1	C179	27	14.09	13.5	22.5
E1	C179	28	14.09	14.9	18.5
E1	C179	29	14.09	NA	NA
E1	C179	30	14.09	15.18	19.5
E1	C180	1	14.09	NA	NA
E1	C180	2	14.09	11.6	21
E1	C180	3	14.09	13.9	14
E1	C180	4	14.09	16.2	15
E1	C180	5	14.09	13.5	18
E1	C180	6	14.09	14.7	18
E1	C180	7	14.09	14.9	17
E1	C180	8	14.09	14	14
E1	C180	9	14.09	14.5	16
E1	C180	10	14.09	NA	NA
E1	C180	11	14.09	12.4	16
E1	C180	12	14.09	NA	NA
E1	C180	13	14.09	15.3	11
E1	C180	14	14.09	12.9	15
E1	C180	15	14.09	NA	NA
E1	C180	16	14.09	16.4	11
E1	C180	17	14.09	13.2	13
E1	C180	18	14.09	13.1	15
E1	C180	19	14.09	14	14
E1	C180	20	14.09	13.9	17
E1	C180	21	14.09	14.1	17
E1	C180	22	14.09	14.1	18
E1	C180	23	14.09	NA	NA
E1	C180	24	14.09	14	17
E1	C180	25	14.09	15	16
E1	C180	26	14.09	13.6	18
E1	C180	27	14.09	14.5	16
E1	C180	28	14.09	12.8	19
E1	C180	29	14.09	14.3	17
E1	C180	30	14.09	12.5	21
E1	C181	1	14.09	13.9	19
E1	C181	2	14.09	12.7	15
E1	C181	3	14.09	12.3	14
E1	C181	4	14.09	13.2	14
E1	C181	5	14.09	12.9	13
E1	C181	6	14.09	11.8	15
E1	C181	7	14.09	13.8	15
E1	C181	8	14.09	14.6	14
E1	C181	9	14.09	NA	NA
E1	C181	10	14.09	12.5	14
E1	C181	11	14.09	10.3	14
E1	C181	12	14.09	14.6	11
E1	C181	13	14.09	6.4	11
E1	C181	14	14.09	13.8	11
E1	C181	15	14.09	13.7	10
E1	C181	16	14.09	12	14
E1	C181	17	14.09	NA	NA
E1	C181	18	14.09	12.7	12
E1	C181	19	14.09	14.1	14
E1	C181	20	14.09	15.6	15
E1	C181	21	14.09	12.6	13
E1	C181	22	14.09	14.9	15
E1	C181	23	14.09	11.9	15
E1	C181	24	14.09	NA	NA
E1	C181	25	14.09	NA	NA
E1	C181	26	14.09	14.8	16
E1	C181	27	14.09	13.6	15
E1	C181	28	14.09	15	14
E1	C181	29	14.09	12.9	15
E1	C181	30	14.09	7.5	17
E1	C182	1	14.09	11	20
E1	C182	2	14.09	12.6	20
E1	C182	3	14.09	16.4	11
E1	C182	4	14.09	17.3	15
E1	C182	5	14.09	16.5	17
E1	C182	6	14.09	18	16
E1	C182	7	14.09	14.3	20
E1	C182	8	14.09	17.2	16
E1	C182	9	14.09	20	15
E1	C182	10	14.09	11.8	16
E1	C182	11	14.09	13.7	20
E1	C182	12	14.09	17.5	10
E1	C182	13	14.09	8.1	14
E1	C182	14	14.09	NA	NA
E1	C182	15	14.09	17.9	12
E1	C182	16	14.09	18.4	15
E1	C182	17	14.09	15.6	13
E1	C182	18	14.09	16.5	13
E1	C182	19	14.09	16.5	18
E1	C182	20	14.09	18	17
E1	C182	21	14.09	17.7	18
E1	C182	22	14.09	17.2	16
E1	C182	23	14.09	16.4	15
E1	C182	24	14.09	10.8	19
E1	C182	25	14.09	19.5	17
E1	C182	26	14.09	13.6	21
E1	C182	27	14.09	NA	NA
E1	C182	28	14.09	18.8	17
E1	C182	29	14.09	16.6	15
E1	C182	30	14.09	NA	NA
E1	C183	1	14.09	15.66	20
E1	C183	2	14.09	15.12	16.5
E1	C183	3	14.09	14.96	15.5
E1	C183	4	14.09	NA	NA
E1	C183	5	14.09	NA	NA
E1	C183	6	14.09	15.09	16.5
E1	C183	7	14.09	14.55	19
E1	C183	8	14.09	14.9	18
E1	C183	9	14.09	13.56	17
E1	C183	10	14.09	15.63	17
E1	C183	11	14.09	14.8	17.5
E1	C183	12	14.09	15.28	20
E1	C183	13	14.09	16.23	18.5
E1	C183	14	14.09	NA	NA
E1	C183	15	14.09	14.07	20
E1	C183	16	14.09	NA	NA
E1	C183	17	14.09	NA	NA
E1	C183	18	14.09	14.48	19
E1	C183	19	14.09	14.07	19.5
E1	C183	20	14.09	15.6	17.5
E1	C183	21	14.09	12.76	18
E1	C183	22	14.09	13.85	17.5
E1	C183	23	14.09	14.96	15.5
E1	C183	24	14.09	13.91	17
E1	C183	25	14.09	14.9	18
E1	C183	26	14.09	14.64	17
E1	C183	27	14.09	13.85	18.5
E1	C183	28	14.09	15.22	18
E1	C183	29	14.09	15.57	19
E1	C183	30	14.09	16.07	17.5
E1	C184	1	14.09	14.5	18
E1	C184	2	14.09	10.8	20
E1	C184	3	14.09	13.1	15
E1	C184	4	14.09	3.6	14
E1	C184	5	14.09	12.7	18
E1	C184	6	14.09	8	18
E1	C184	7	14.09	14.5	18
E1	C184	8	14.09	15.7	16
E1	C184	9	14.09	NA	NA
E1	C184	10	14.09	12.3	17
E1	C184	11	14.09	15.9	12
E1	C184	12	14.09	18.5	11
E1	C184	13	14.09	16	12
E1	C184	14	14.09	15.7	14
E1	C184	15	14.09	14.8	13
E1	C184	16	14.09	15.9	16
E1	C184	17	14.09	NA	NA
E1	C184	18	14.09	12.6	16
E1	C184	19	14.09	11.7	16
E1	C184	20	14.09	16.1	15
E1	C184	21	14.09	15.8	17
E1	C184	22	14.09	15.3	16
E1	C184	23	14.09	14.5	15
E1	C184	24	14.09	14.3	17
E1	C184	25	14.09	11.7	20
E1	C184	26	14.09	17	18
E1	C184	27	14.09	14.9	14
E1	C184	28	14.09	17.1	15
E1	C184	29	14.09	17	16
E1	C184	30	14.09	17.8	16
E1	C185	1	14.09	14.32	20.5
E1	C185	2	14.09	12.35	20
E1	C185	3	14.09	NA	NA
E1	C185	4	14.09	13.94	20
E1	C185	5	14.09	12.54	20.5
E1	C185	6	14.09	13.5	20
E1	C185	7	14.09	11.4	19
E1	C185	8	14.09	8.66	20
E1	C185	9	14.09	8.98	19.5
E1	C185	10	14.09	14.9	20.5
E1	C185	11	14.09	15.63	18
E1	C185	12	14.09	10.66	20
E1	C185	13	14.09	14.16	23
E1	C185	14	14.09	16.55	19.5
E1	C185	15	14.09	12.67	22
E1	C185	16	14.09	12.57	19
E1	C185	17	14.09	12.1	21
E1	C185	18	14.09	13.75	21.5
E1	C185	19	14.09	15.28	20.5
E1	C185	20	14.09	16.23	21
E1	C185	21	14.09	11.65	19
E1	C185	22	14.09	14.26	20
E1	C185	23	14.09	15.31	19.5
E1	C185	24	14.09	11.4	20.5
E1	C185	25	14.09	14.93	17.5
E1	C185	26	14.09	12.92	20
E1	C185	27	14.09	10.76	20.5
E1	C185	28	14.09	15.47	21
E1	C185	29	14.09	12.99	20
E1	C185	30	14.09	13.11	21.5
E1	C186	1	14.09	12	25
E1	C186	2	14.09	13.1	20
E1	C186	3	14.09	12.9	19
E1	C186	4	14.09	14.2	15
E1	C186	5	14.09	13.8	20
E1	C186	6	14.09	15.2	15
E1	C186	7	14.09	NA	NA
E1	C186	8	14.09	13.8	18
E1	C186	9	14.09	14.4	18
E1	C186	10	14.09	NA	NA
E1	C186	11	14.09	NA	NA
E1	C186	12	14.09	NA	NA
E1	C186	13	14.09	10.3	16
E1	C186	14	14.09	NA	NA
E1	C186	15	14.09	13.4	13
E1	C186	16	14.09	15.6	14
E1	C186	17	14.09	14.7	16
E1	C186	18	14.09	NA	NA
E1	C186	19	14.09	16.8	16
E1	C186	20	14.09	13.5	19
E1	C186	21	14.09	NA	NA
E1	C186	22	14.09	14.2	18
E1	C186	23	14.09	NA	NA
E1	C186	24	14.09	13.8	15
E1	C186	25	14.09	15.5	20
E1	C186	26	14.09	9.6	20
E1	C186	27	14.09	12	18
E1	C186	28	14.09	9.7	20
E1	C186	29	14.09	NA	NA
E1	C186	30	14.09	10.6	18
E1	C187	1	14.09	15.1	24
E1	C187	2	14.09	14.3	22
E1	C187	3	14.09	NA	NA
E1	C187	4	14.09	13.3	15
E1	C187	5	14.09	13.8	20
E1	C187	6	14.09	9.8	20
E1	C187	7	14.09	8.8	14
E1	C187	8	14.09	14.3	16
E1	C187	9	14.09	13.1	14
E1	C187	10	14.09	13.4	24
E1	C187	11	14.09	NA	NA
E1	C187	12	14.09	5.7	12
E1	C187	13	14.09	NA	NA
E1	C187	14	14.09	16	11
E1	C187	15	14.09	NA	NA
E1	C187	16	14.09	11.6	16
E1	C187	17	14.09	7.2	17
E1	C187	18	14.09	NA	NA
E1	C187	19	14.09	13.8	20
E1	C187	20	14.09	14	18
E1	C187	21	14.09	14.9	14
E1	C187	22	14.09	13.1	19
E1	C187	23	14.09	14	20
E1	C187	24	14.09	NA	NA
E1	C187	25	14.09	NA	NA
E1	C187	26	14.09	13.4	18
E1	C187	27	14.09	NA	NA
E1	C187	28	14.09	14.6	14
E1	C187	29	14.09	15.7	19
E1	C187	30	14.09	15	18
E1	C188	1	14.09	11.3	22
E1	C188	2	14.09	13.6	18
E1	C188	3	14.09	9.2	21
E1	C188	4	14.09	11.4	17
E1	C188	5	14.09	13.8	17
E1	C188	6	14.09	9.9	22
E1	C188	7	14.09	11.8	20
E1	C188	8	14.09	14.7	18
E1	C188	9	14.09	8.4	20
E1	C188	10	14.09	15	16
E1	C188	11	14.09	NA	NA
E1	C188	12	14.09	NA	NA
E1	C188	13	14.09	3.2	12
E1	C188	14	14.09	14.2	15
E1	C188	15	14.09	NA	NA
E1	C188	16	14.09	NA	NA
E1	C188	17	14.09	NA	NA
E1	C188	18	14.09	NA	NA
E1	C188	19	14.09	NA	NA
E1	C188	20	14.09	13.7	17
E1	C188	21	14.09	14.9	15
E1	C188	22	14.09	8.9	18
E1	C188	23	14.09	11.2	17
E1	C188	24	14.09	12.8	21
E1	C188	25	14.09	10	23
E1	C188	26	14.09	NA	NA
E1	C188	27	14.09	13.8	22
E1	C188	28	14.09	13.9	19
E1	C188	29	14.09	10.9	21
E1	C188	30	14.09	12.1	16
E1	C189	1	14.09	14.39	20.5
E1	C189	2	14.09	10.95	20.5
E1	C189	3	14.09	15.5	17
E1	C189	4	14.09	NA	NA
E1	C189	5	14.09	NA	NA
E1	C189	6	14.09	13.69	19
E1	C189	7	14.09	13.56	20.5
E1	C189	8	14.09	10.6	20
E1	C189	9	14.09	13.24	20
E1	C189	10	14.09	14.36	21
E1	C189	11	14.09	13.69	19
E1	C189	12	14.09	15.44	19
E1	C189	13	14.09	16.87	15.5
E1	C189	14	14.09	15.44	19
E1	C189	15	14.09	15.47	19.5
E1	C189	16	14.09	16.49	18.5
E1	C189	17	14.09	14.23	20
E1	C189	18	14.09	NA	NA
E1	C189	19	14.09	12.64	18
E1	C189	20	14.09	15.41	20
E1	C189	21	14.09	5.09	16
E1	C189	22	14.09	17.06	18.5
E1	C189	23	14.09	14.83	19
E1	C189	24	14.09	16.68	14.5
E1	C189	25	14.09	11.68	19.5
E1	C189	26	14.09	13.37	17.5
E1	C189	27	14.09	16.04	17
E1	C189	28	14.09	11.84	19.5
E1	C189	29	14.09	13.31	20
E1	C189	30	14.09	14.16	17.5
E1	C190	1	14.09	14.5	20
E1	C190	2	14.09	15	24
E1	C190	3	14.09	16.2	13
E1	C190	4	14.09	14.3	18
E1	C190	5	14.09	17.4	17
E1	C190	6	14.09	16.1	17
E1	C190	7	14.09	15.5	17
E1	C190	8	14.09	15.3	16
E1	C190	9	14.09	2.4	16
E1	C190	10	14.09	17.7	14
E1	C190	11	14.09	17.6	13
E1	C190	12	14.09	16.8	12
E1	C190	13	14.09	14.1	13
E1	C190	14	14.09	NA	NA
E1	C190	15	14.09	NA	NA
E1	C190	16	14.09	13.7	15
E1	C190	17	14.09	14.2	15
E1	C190	18	14.09	NA	NA
E1	C190	19	14.09	15.6	16
E1	C190	20	14.09	18	16
E1	C190	21	14.09	NA	NA
E1	C190	22	14.09	12.4	19
E1	C190	23	14.09	15.1	15
E1	C190	24	14.09	9.2	18
E1	C190	25	14.09	8.1	17
E1	C190	26	14.09	13.8	17
E1	C190	27	14.09	14.5	19
E1	C190	28	14.09	13.6	19
E1	C190	29	14.09	9.6	18
E1	C190	30	14.09	14.2	19
E1	C191	1	14.09	15.2	19
E1	C191	2	14.09	12.4	20
E1	C191	3	14.09	6.9	13
E1	C191	4	14.09	NA	NA
E1	C191	5	14.09	13.2	17
E1	C191	6	14.09	14.1	19
E1	C191	7	14.09	13.6	18
E1	C191	8	14.09	8.1	15
E1	C191	9	14.09	8	18
E1	C191	10	14.09	10.2	20
E1	C191	11	14.09	NA	NA
E1	C191	12	14.09	NA	NA
E1	C191	13	14.09	NA	NA
E1	C191	14	14.09	NA	NA
E1	C191	15	14.09	NA	NA
E1	C191	16	14.09	NA	NA
E1	C191	17	14.09	11.2	15
E1	C191	18	14.09	15.5	14
E1	C191	19	14.09	NA	NA
E1	C191	20	14.09	15.7	17
E1	C191	21	14.09	NA	NA
E1	C191	22	14.09	8.2	18
E1	C191	23	14.09	8.9	16
E1	C191	24	14.09	14.2	16
E1	C191	25	14.09	11.7	19
E1	C191	26	14.09	NA	NA
E1	C191	27	14.09	8.7	19
E1	C191	28	14.09	13.8	19
E1	C191	29	14.09	14.7	16
E1	C191	30	14.09	8.4	16
E1	C192	1	14.09	17.25	22
E1	C192	2	14.09	14.13	23.5
E1	C192	3	14.09	17.44	17.5
E1	C192	4	14.09	13.69	26
E1	C192	5	14.09	12.76	23
E1	C192	6	14.09	18.37	19
E1	C192	7	14.09	16.58	21
E1	C192	8	14.09	12.25	17.5
E1	C192	9	14.09	14.96	21.5
E1	C192	10	14.09	18.65	17.5
E1	C192	11	14.09	16.71	19
E1	C192	12	14.09	15.76	19
E1	C192	13	14.09	16.39	23.5
E1	C192	14	14.09	17.57	20
E1	C192	15	14.09	17.76	22
E1	C192	16	14.09	10.85	21.5
E1	C192	17	14.09	17.98	20
E1	C192	18	14.09	16.87	22
E1	C192	19	14.09	17.6	16.5
E1	C192	20	14.09	14.93	21.5
E1	C192	21	14.09	NA	NA
E1	C192	22	14.09	18.3	19.5
E1	C192	23	14.09	14.96	17
E1	C192	24	14.09	18.53	19
E1	C192	25	14.09	16.42	22
E1	C192	26	14.09	15.12	17.5
E1	C192	27	14.09	15.15	20.5
E1	C192	28	14.09	15.5	21.5
E1	C192	29	14.09	NA	NA
E1	C192	30	14.09	14.26	20
E1	C193	1	14.09	12.8	15.5
E1	C193	2	14.09	14.01	15.5
E1	C193	3	14.09	14.23	15.5
E1	C193	4	14.09	12.57	16.5
E1	C193	5	14.09	7.7	16.5
E1	C193	6	14.09	14.45	14.5
E1	C193	7	14.09	NA	NA
E1	C193	8	14.09	16.14	15
E1	C193	9	14.09	13.21	14.5
E1	C193	10	14.09	16.23	14.5
E1	C193	11	14.09	11.33	14.5
E1	C193	12	14.09	12.83	17.5
E1	C193	13	14.09	NA	NA
E1	C193	14	14.09	17.09	14.5
E1	C193	15	14.09	14.01	16
E1	C193	16	14.09	NA	NA
E1	C193	17	14.09	16.49	13
E1	C193	18	14.09	14.8	15
E1	C193	19	14.09	14.87	15.5
E1	C193	20	14.09	13.75	15
E1	C193	21	14.09	16.17	15
E1	C193	22	14.09	13.31	14.5
E1	C193	23	14.09	14.32	14.5
E1	C193	24	14.09	16.39	14
E1	C193	25	14.09	14.32	13.5
E1	C193	26	14.09	12.64	16
E1	C193	27	14.09	NA	NA
E1	C193	28	14.09	16.93	14.5
E1	C193	29	14.09	16.93	14
E1	C193	30	14.09	15.44	14.5
E1	C194	1	14.09	14	16
E1	C194	2	14.09	NA	NA
E1	C194	3	14.09	13.6	14
E1	C194	4	14.09	16.2	15
E1	C194	5	14.09	14.3	16
E1	C194	6	14.09	14.2	15
E1	C194	7	14.09	16.9	14
E1	C194	8	14.09	15	13
E1	C194	9	14.09	NA	NA
E1	C194	10	14.09	14.2	18
E1	C194	11	14.09	15.3	11
E1	C194	12	14.09	14.5	11
E1	C194	13	14.09	12.1	11
E1	C194	14	14.09	NA	NA
E1	C194	15	14.09	15.6	10
E1	C194	16	14.09	16.6	11
E1	C194	17	14.09	13.7	14
E1	C194	18	14.09	13.3	13
E1	C194	19	14.09	14.5	14
E1	C194	20	14.09	15.2	13
E1	C194	21	14.09	7.8	14
E1	C194	22	14.09	13.6	14
E1	C194	23	14.09	15.1	15
E1	C194	24	14.09	10.2	16
E1	C194	25	14.09	15.1	16
E1	C194	26	14.09	15.3	15
E1	C194	27	14.09	14.9	14
E1	C194	28	14.09	11.7	13
E1	C194	29	14.09	11.5	15
E1	C194	30	14.09	10.2	16
E1	C195	1	14.09	15.8	20
E1	C195	2	14.09	14.4	19
E1	C195	3	14.09	11.9	18
E1	C195	4	14.09	NA	NA
E1	C195	5	14.09	16.9	18
E1	C195	6	14.09	17.4	15
E1	C195	7	14.09	NA	NA
E1	C195	8	14.09	16.2	15
E1	C195	9	14.09	NA	NA
E1	C195	10	14.09	NA	NA
E1	C195	11	14.09	15.3	15
E1	C195	12	14.09	NA	NA
E1	C195	13	14.09	NA	NA
E1	C195	14	14.09	NA	NA
E1	C195	15	14.09	NA	NA
E1	C195	16	14.09	NA	NA
E1	C195	17	14.09	17.2	12
E1	C195	18	14.09	NA	NA
E1	C195	19	14.09	17.4	16
E1	C195	20	14.09	NA	NA
E1	C195	21	14.09	13.2	18
